name,tempmax,tempmin,temp,precip,precipcover,windspeedmean,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunelevation
"San Antonio, TX",36.1,21,28.3,0,0,7.8,1013.6,25.4,15.4,281.2,24.4,9,100,79.7
"San Antonio, TX",37,23.6,29.8,0,0,18.2,1009.8,28,15.4,301.5,26.1,9,75,79.8
"San Antonio, TX",37.1,23.5,29.1,0,0,24.1,1005,36.9,15.9,292.1,25.4,9,100,80
"San Antonio, TX",35.7,25.3,29.4,0,0,28.4,1005.2,70.4,16,295.2,25.4,10,60,80.1
"San Antonio, TX",36.2,24.9,29.8,0,0,23.1,1008.5,64.2,16,304.9,26.2,10,75,80.2
"San Antonio, TX",36.6,25.2,29.5,0,0,19.5,1010.5,63.3,16,277.5,23.8,10,100,80.4
"San Antonio, TX",34.1,23.2,28.9,0,0,11.3,1011.6,44.8,15.9,276.1,23.9,10,60,80.5
"San Antonio, TX",34,25,29.4,0,0,11.2,1010.8,50.7,16,245.3,21.1,10,60,80.6
"San Antonio, TX",36.3,22.8,28.9,0.344,8.33,9.9,1008.5,32.8,15.9,279.1,24.3,9,60,80.7
"San Antonio, TX",38.6,22.3,30,0,0,16.9,1005,16.2,16,293.3,25.4,9,30,80.8
"San Antonio, TX",39.8,24,30.6,0,0,21.8,1004.1,32.9,16,295.1,25.4,9,100,80.9
"San Antonio, TX",40.2,24,30.6,0,0,20.8,1006.9,36.8,15.8,297,25.9,9,60,81
"San Antonio, TX",38.1,25,30.4,0,0,18.7,1010,40.2,15.8,313.4,27,9,75,81.1
"San Antonio, TX",36.9,24.8,30.4,0,0,13.2,1012.8,55.3,15.9,237.8,20.6,10,60,81.2
"San Antonio, TX",38.3,24.5,30.8,0,0,12.7,1010.7,36.5,15.7,289.2,24.7,10,100,81.3
"San Antonio, TX",40.1,23.9,31.9,0,0,12.4,1008.8,12.3,16,312.5,27.1,9,75,81.4
"San Antonio, TX",40.5,23.7,31.8,0,0,17,1008.8,13.9,14.9,302.4,26,9,75,81.5
"San Antonio, TX",38.2,24.9,30.7,0,0,23.7,1010.8,35,13.9,296.5,25.7,9,100,81.5
"San Antonio, TX",37.9,25.1,30.3,0,0,26.9,1011.2,56.7,14.6,250,21.6,9,75,81.6
"San Antonio, TX",35.3,26.5,30,0,0,21.8,1012.9,68.5,15.2,157.1,13.5,5,75,81.7
"San Antonio, TX",38.3,24.3,30.7,0,0,17.6,1015.3,47,13.2,272.3,23.6,9,75,81.7
"San Antonio, TX",36.1,23.1,29.5,0,0,10.9,1014.7,30.5,14.3,255.8,22,9,30,81.8
"San Antonio, TX",36.8,22.7,29.7,0,0,13.8,1013.9,30.2,15.7,320.6,27.8,9,60,81.8
"San Antonio, TX",37.3,24.2,30.5,0,0,13.1,1014.4,27.6,15.9,295.5,25.7,10,60,81.9
"San Antonio, TX",38,23.2,30.5,0,0,13.4,1015.4,33,15.9,289.2,25,10,60,81.9
"San Antonio, TX",37.4,24.8,30.9,0,0,14.2,1017,27.4,16,284.2,24.6,10,75,81.9
"San Antonio, TX",36.7,25.3,30.6,0,0,12.4,1017,43.6,15.9,261,22.6,9,60,82
"San Antonio, TX",37.9,23.9,31.3,0,0,10.2,1013.6,5,15.6,300.8,26.1,9,10,82
"San Antonio, TX",38.4,23,30.9,0,0,14.3,1011.5,5.8,15.8,295,25.6,9,30,82
"San Antonio, TX",37.9,23.6,30.6,0,0,16.3,1012.9,22.2,16,281.7,24.4,9,30,82
"San Antonio, TX",37.4,24.7,30.7,0,0,10.9,1015.9,40.2,16,262.9,22.9,9,75,82
"San Antonio, TX",37.8,23.5,29.3,0,0,11,1017.4,24.8,15.8,201.7,17.5,10,60,82
"San Antonio, TX",31.8,21.9,25.7,14.142,29.17,12,1018.1,63.2,13.9,126.3,10.8,10,75,82
"San Antonio, TX",35.6,21.3,28.3,6.368,4.17,9.4,1017.2,21.7,14.4,283.3,24.6,9,60,82
"San Antonio, TX",36.5,23.3,30,0,0,9.6,1014.2,14.9,15.8,256.7,22,10,60,82
"San Antonio, TX",37.6,24.4,30.4,0,0,11.3,1011.6,29.2,16,279.5,24.1,9,100,82
"San Antonio, TX",37.5,25.4,30.7,0,0,16.2,1011.1,34.5,15.8,292.6,25.3,9,75,81.9
"San Antonio, TX",36.7,25.6,30.3,0,0,17.1,1013.6,53.7,16,256,22,9,75,81.9
"San Antonio, TX",37.5,24.5,30.4,0,0,19.6,1014.5,52.9,15.9,244.6,21.1,10,75,81.8
"San Antonio, TX",37.5,25.3,30.8,0,0,18.9,1013.6,44.1,15.7,304.2,26.3,10,60,81.8
"San Antonio, TX",37.9,24.9,30.9,0,0,15.8,1012.6,30.4,15.9,286.3,24.7,9,60,81.7
"San Antonio, TX",37.9,25.2,31,0,0,15.8,1012.8,33.2,15.9,289,25,9,60,81.6
"San Antonio, TX",38.3,25.7,31.6,0,0,12.8,1014.3,27,15.9,271.5,23.7,9,60,81.6
"San Antonio, TX",39.7,25,32.1,0,0,11,1015.3,7.4,16,287.1,24.6,9,30,81.5
"San Antonio, TX",40.2,24.9,32.9,0,0,8.3,1012.5,10.5,15.9,265.9,22.9,9,30,81.4
"San Antonio, TX",41.5,26.4,34.1,0,0,11.9,1008.5,16.9,15.9,271,23.4,9,60,81.3
"San Antonio, TX",39.9,26.8,32.5,0,0,12.6,1009.5,50.5,15.9,276.3,23.8,9,75,81.2
"San Antonio, TX",39.4,25.9,32.5,0,0,12.7,1012.4,26.7,15.7,256.9,22.1,8,100,81.1
"San Antonio, TX",38.5,25,30.2,0,0,10.3,1014.5,18.8,15.8,259.5,22.3,9,60,81
"San Antonio, TX",34.4,23.1,28.2,0.089,4.17,11,1015.5,27.5,16,251.9,21.8,9,60,80.8
"San Antonio, TX",37.4,24.5,29.9,0,0,14.2,1014,49.7,15.4,242.5,21,9,60,80.7
"San Antonio, TX",38.6,22.9,30.8,0,0,13.3,1012.7,14.7,14.3,278,23.8,9,10,80.6
"San Antonio, TX",38.3,23.5,30.8,0,0,12.4,1012.6,15.4,15.2,268.8,23,9,30,80.4
"San Antonio, TX",39.5,24.5,31.4,0,0,15.9,1011.5,6.9,16,285.3,24.7,9,100,80.3
"San Antonio, TX",39.6,25.3,31.5,0,0,17.5,1010.7,25.9,15.9,240.8,20.8,9,75,80.1
"San Antonio, TX",38.4,26.8,31,0,0,18.5,1011.4,63.3,15.4,190.4,16.5,10,75,79.9
"San Antonio, TX",38.2,25.7,30.8,0,0,17.8,1013.1,52.3,15.5,284.8,24.6,9,60,79.7
"San Antonio, TX",38.1,25.6,30.6,0,0,18.5,1014,44,16,276.4,23.9,10,60,79.6
"San Antonio, TX",38.3,26,31.3,0,0,20.1,1014.1,43.3,16,271.3,23.5,10,60,79.4
"San Antonio, TX",38.1,24.7,31,0,0,17.8,1013.8,22.6,16,294.6,25.5,10,60,79.2
"San Antonio, TX",37.7,24.2,30.8,0,0,15.6,1013.6,27.3,16,295,25.4,9,60,79
"San Antonio, TX",37.3,25.2,30.6,0,0,17.2,1013.4,36.9,15.9,315.3,27.2,10,60,78.8
"San Antonio, TX",37.4,24.6,30.6,0,0,16.8,1013.2,39,15.9,289.3,25,9,60,78.5
"San Antonio, TX",37.7,25.7,31.2,0,0,17.2,1013.9,39.9,16,304.5,26.3,10,75,78.3
"San Antonio, TX",38.3,24.7,31.2,0,0,16.4,1015.9,12.4,15.9,307.7,26.5,9,60,78.1
"San Antonio, TX",37.7,24.9,30.6,0,0,14.8,1016.6,41,15.8,281.5,24.2,10,60,77.9
"San Antonio, TX",36.7,24.4,30.4,0,0,14.8,1015.6,34.5,16,323.4,27.8,10,30,77.6
"San Antonio, TX",38.6,25,31.5,0,0,20.5,1013.7,13,16,301.5,26.1,9,60,77.4
"San Antonio, TX",39.3,25.4,31.6,0,0,22.1,1010.6,19,15.8,296,25.7,9,75,77.1
"San Antonio, TX",39.2,26,31.6,0,0,19.2,1011.4,38.8,15.4,291.3,25.1,9,60,76.9
"San Antonio, TX",37.9,25.6,30.7,0,0,15.3,1013,41.8,15.1,283.3,24.4,9,60,76.6
"San Antonio, TX",34.7,25.6,29.7,0.385,8.33,16.1,1014.4,57.8,15.7,239.5,20.5,10,60,76.3
"San Antonio, TX",36.5,25.1,30.1,0,0,16.9,1016,54.5,15.9,236.1,20.4,10,75,76
"San Antonio, TX",36.4,25.2,29.9,0,0,12,1015.6,55.6,15.9,262.4,22.5,10,75,75.8
"San Antonio, TX",36.8,23.9,30.2,0,0,9.9,1015,41.2,15.8,279.3,24.2,10,60,75.5
"San Antonio, TX",38.2,25,31,0,0,12.2,1015.6,18.5,15.9,288.5,24.9,9,60,75.2
"San Antonio, TX",36.3,24.5,28.7,0.443,12.5,6.3,1014.6,38.7,15.7,173.7,15,9,60,74.9
"San Antonio, TX",36.7,23.8,29.9,0.587,8.33,8.8,1013.4,34.1,15.9,230.9,20,10,30,74.6
"San Antonio, TX",37.9,25.1,31.1,0,0,12.1,1012.9,32.8,16,254.8,22,10,60,74.3
"San Antonio, TX",30.7,25.1,27.6,3.009,8.33,15,1012.2,45.1,15.9,166.7,14.3,7,60,74
"San Antonio, TX",30.6,23.2,26.5,5.509,29.17,13.8,1011.9,65.1,15.4,107.1,9.4,4,60,73.7
"San Antonio, TX",36.4,24.1,29.4,0,0,12.6,1012,53.9,15.6,276.6,23.8,10,75,73.4
"San Antonio, TX",36.6,25.2,30.3,0,0,10,1013.1,49.9,15.8,301,25.9,10,100,73
"San Antonio, TX",36.5,24.6,29.8,0,0,10.3,1012.1,31.1,15.9,268.1,23.2,10,75,72.7
"San Antonio, TX",36.1,25.6,30,0,0,13.1,1011.2,55.7,16,220.1,19.1,9,75,72.4
"San Antonio, TX",36.7,25.5,30.3,0,0,18.2,1012.9,57,16,263.3,22.6,10,60,72
"San Antonio, TX",33.4,25.7,28.6,0,0,16.3,1013.1,85.8,15.8,173.9,15,9,100,71.7
"San Antonio, TX",35.4,24.4,28,14.163,16.67,12.1,1011.3,75.8,15.3,190,16.5,10,75,71.4
"San Antonio, TX",31.3,23.6,26.6,0.807,16.67,5.2,1010.5,78.3,15.9,161.9,13.9,8,60,71
"San Antonio, TX",32.2,24.2,27.3,13.578,29.17,5.8,1011.5,78.6,15.4,154.3,13.4,9,60,70.7
"San Antonio, TX",33.3,25.5,28.3,0,0,7.5,1013.4,61.9,16,212.2,18.2,9,75,70.3
"San Antonio, TX",34.2,24.4,27.9,3.943,8.33,5.8,1012.8,51,15.6,196.8,16.9,10,75,70
"San Antonio, TX",34.5,24.2,29,0,0,10.1,1010.4,48.7,16,233.3,20.2,10,60,69.6
"San Antonio, TX",35.3,25.2,29.5,0,0,14.1,1008.6,50,16,201.8,17.4,8,60,69.3
"San Antonio, TX",36,25.3,29.4,0.089,4.17,11.9,1009.8,44.2,15.9,189.5,16.1,10,75,68.9
"San Antonio, TX",32.3,25.2,27.3,1.677,8.33,11.8,1013.3,80.4,15.6,137.6,11.8,9,75,68.5
"San Antonio, TX",33.4,24.5,28.2,0,0,11.6,1014.9,68.5,16,207,17.9,10,75,68.2
"San Antonio, TX",32.9,24.8,28.2,0,0,8.5,1013.7,55.8,16,182.1,15.7,7,60,67.8
"San Antonio, TX",35.1,23.8,29,0,0,10.1,1013.1,51.1,15.9,204.1,17.6,9,60,67.4
"San Antonio, TX",33.1,23.7,27.3,6.127,16.67,9,1015.8,62.6,15.6,154.3,13.4,10,75,67
"San Antonio, TX",30,23,25.7,0.108,4.17,5.8,1015.1,47.9,15.8,133,11.5,5,30,66.7
"San Antonio, TX",31.9,22.6,26.5,0,0,9.5,1013.8,48.9,15.8,247.1,21.4,9,60,66.3
"San Antonio, TX",33.7,22.6,27.3,0,0,8.7,1015.9,38,16,272.7,23.5,9,60,65.9
"San Antonio, TX",34,23.2,27,6.441,12.5,5.7,1014.8,41.3,15.9,236.2,20.5,10,75,65.5
"San Antonio, TX",33.7,22.9,28.1,0,0,5.2,1009.4,35.5,15.9,237.1,20.4,9,75,65.1
"San Antonio, TX",33.3,22.6,27.7,0,0,8.4,1006.5,28.4,16,167.5,14.5,8,60,64.8
"San Antonio, TX",33.5,24,28.5,0,0,8.8,1011.3,59.2,15.9,232.1,20,9,60,64.4
"San Antonio, TX",34.5,23.4,28.6,0,0,8.1,1016.7,46.4,15.9,288.8,24.9,10,30,64
"San Antonio, TX",33.7,22.1,27.8,0,0,7.9,1015.3,9.1,16,258.5,22.4,9,10,63.6
"San Antonio, TX",34,23,28.1,0,0,8.7,1012.3,30.5,15.9,225.8,19.5,10,30,63.2
"San Antonio, TX",33.1,22,27.2,0,0,9,1013.6,31.9,15.6,262.9,22.9,10,30,62.9
"San Antonio, TX",33.8,20.8,26.9,0,0,11,1014.9,30.3,16,218.2,18.8,10,30,62.5
"San Antonio, TX",34,24.2,28.7,0,0,11.5,1014.2,49.7,15.9,239.3,20.5,9,60,62.2
"San Antonio, TX",34.3,24.7,29,0,0,14.5,1013.4,42.3,15.9,231.5,20.1,10,60,61.8
"San Antonio, TX",35.1,24.4,29.1,0,0,12.9,1013.4,40.3,15.9,285.2,24.4,9,60,61.5
"San Antonio, TX",35.3,24,29.2,0,0,10.1,1014,44.5,16,166,14.4,10,60,61.1
"San Antonio, TX",35.4,24.4,29.2,0,0,9.7,1014.6,46.9,16,140.6,12.1,8,60,60.7
"San Antonio, TX",34.8,22.7,28.4,0,0,7.4,1014.3,17.9,15.9,222.6,19.4,9,30,60.4
"San Antonio, TX",36.1,20.7,28.3,0,0,6.9,1014.1,7.1,15.9,252.1,21.9,9,10,60
"San Antonio, TX",35.4,22.2,29.1,0,0,9.3,1014,25.7,15.9,204.2,17.5,9,10,59.7
"San Antonio, TX",33.7,21.5,27.7,0,0,8.7,1014,37.1,16,210.3,18.2,10,60,59.3
"San Antonio, TX",34.9,23.3,28.6,0,0,7.3,1012.9,27.6,16,238.9,20.7,9,60,58.9
"San Antonio, TX",35.3,23.3,28.9,0,0,13.1,1015,8,16,235.1,20.3,8,60,58.6
"San Antonio, TX",32.6,16.9,25.6,0,0,10.9,1018.1,2.4,16,240.6,20.9,9,10,58.2
"San Antonio, TX",32,14.9,23.8,0,0,8.1,1021.2,2,15.9,252.2,21.7,8,10,57.8
"San Antonio, TX",33.1,15.7,24.8,0,0,4.8,1019.7,1.3,15.8,251.1,21.7,8,10,57.5
"San Antonio, TX",32.6,17.8,24.4,0,0,7.7,1014.7,0.7,15.9,234.9,20.3,8,10,57.1
"San Antonio, TX",31.6,16.3,23.8,0,0,7.4,1014.7,1.7,16,250.8,21.6,8,10,56.7
"San Antonio, TX",29.1,14.8,22.2,0,0,5,1018.3,17.5,16,224.6,19.5,10,10,56.3
"San Antonio, TX",30.3,17.1,23.4,0,0,4.5,1018.5,33.7,16,207.7,18,10,10,56
"San Antonio, TX",29.7,18.3,23.7,0,0,4.8,1016.5,31,15.9,230.1,19.7,10,10,55.6
"San Antonio, TX",31.1,15.9,23.2,0,0,4.2,1016.8,11.4,15.9,242,20.8,8,10,55.2
"San Antonio, TX",32.2,16.7,24.4,0,0,6.4,1018.8,12.5,15.9,227.6,19.6,8,10,54.9
"San Antonio, TX",29.5,20.1,24.2,0,0,5,1020.9,42.5,15.8,103.5,9,5,10,54.5
"San Antonio, TX",31.8,18.4,25.4,0,0,11.2,1021.9,34.2,16,227.7,19.8,8,10,54.1
"San Antonio, TX",31,19.4,25.1,0,0,9.9,1021.4,26.3,16,214.7,18.2,8,10,53.8
"San Antonio, TX",30.5,17.2,24.4,0,0,12.3,1019.4,26.2,15.8,228.1,19.8,8,10,53.4
"San Antonio, TX",31,19.8,25,0,0,12.1,1016.1,57.3,15.9,154,13.2,8,10,53
"San Antonio, TX",34.3,22.1,27.4,0,0,8.8,1012.5,48.4,15.8,242.1,18.2,9,10,52.7
"San Antonio, TX",33.8,22.2,27.7,0,0,12.5,1012.2,11.6,16,200.3,17.3,8,10,52.3
"San Antonio, TX",32,22.1,26.4,0,0,11,1013.1,59.4,16,166.7,14.4,9,30,52
"San Antonio, TX",33.2,23.2,27.3,0,0,15.5,1013.3,57.2,16,208,18,8,30,51.6
"San Antonio, TX",32.9,23,27,0,0,9.5,1012.7,51.9,16,176,15.2,8,30,51.2
"San Antonio, TX",25.8,17.4,20.3,13.79,45.83,18.2,1016.1,68.3,14.8,89.5,7.7,6,30,50.9
"San Antonio, TX",22.7,13.9,17.7,0,0,14.6,1022.3,51.5,16,201.6,17.4,9,10,50.5
"San Antonio, TX",23.5,8,15.5,0,0,7.4,1024.7,2,15.9,228.6,19.7,8,10,50.2
"San Antonio, TX",27.3,9.4,18.6,0,0,8.4,1018,1.7,15.9,227.5,19.7,8,10,49.8
"San Antonio, TX",29.5,12.3,20.8,0,0,10.4,1014.3,2,16,224.7,19.4,8,10,49.5
"San Antonio, TX",30.6,15.3,22.7,0,0,16,1011.5,15.2,16,138.8,12.1,7,10,49.1
"San Antonio, TX",30.6,18.9,24.4,0,0,21.5,1009.4,48.4,16,126.5,11.1,7,10,48.8
"San Antonio, TX",32.3,21.5,26.2,0.255,8.33,20,1006.3,71.8,15.4,89.1,7.5,5,60,48.4
"San Antonio, TX",26.3,14.2,20.5,0,0,13.6,1014.3,19.9,16,138.4,11.8,7,10,48.1
"San Antonio, TX",25.6,8.2,17,0,0,8.8,1015.8,2,16,139.5,12,7,10,47.8
"San Antonio, TX",27.3,11.4,18.7,0.296,8.33,11.5,1012.9,46.7,15.6,107,9.2,7,10,47.4
"San Antonio, TX",22.4,16.2,19.6,10.005,12.5,16.2,1013.9,64.8,15,129.2,11.2,7,10,47.1
"San Antonio, TX",23.4,12.5,17.3,0,0,12.7,1017.7,28.4,16,139.8,12,7,10,46.8
"San Antonio, TX",25.8,9.4,17.5,0,0,5.6,1015.4,10.9,16,124.6,10.8,7,10,46.4
"San Antonio, TX",26.6,12.4,19.4,1.559,4.17,8.2,1014.9,44.3,15.8,112.1,9.7,7,10,46.1
"San Antonio, TX",22.2,16.9,18.8,1.945,12.5,9.6,1018.7,78.8,15.9,114.1,9.7,7,10,45.8
"San Antonio, TX",24.3,15.3,19.5,0,0,8.4,1020.4,87.5,13.8,86.2,7.5,7,10,45.5
"San Antonio, TX",28.7,20.7,23.7,0,0,17.1,1015.3,89.8,11.9,66.9,5.7,3,30,45.2
"San Antonio, TX",31.2,22.8,25.8,0.314,8.33,18.2,1008.8,77.1,15.9,76.1,6.6,5,75,44.9
"San Antonio, TX",25.7,12,19.7,0,0,9.1,1011.9,26.1,16,124.6,10.9,7,10,44.6
"San Antonio, TX",29.3,12,20.9,0,0,7.1,1012,53,16,124.6,11.2,7,75,44.3
"San Antonio, TX",29.5,22.7,25.6,3.186,20.83,14,1017.4,71.9,14.9,65.2,5.5,5,75,44
"San Antonio, TX",28,20.2,23.6,1.918,4.17,11.8,1020.4,77.7,15.8,93.9,8.1,7,30,43.7
"San Antonio, TX",27.7,21.4,23.7,0.089,8.33,15.3,1017.8,73.7,15.7,77.1,6.6,4,60,43.4
"San Antonio, TX",27.9,20.2,23.5,0,0,11.9,1011,71.4,15,113.3,9.9,6,30,43.1
"San Antonio, TX",27.8,8.4,18.6,0.119,4.17,19.5,1010.4,81.5,15.9,55.6,4.7,3,75,42.8
"San Antonio, TX",16.5,6,10.6,0,0,18.6,1023.4,16,16,114,9.8,6,10,42.6
"San Antonio, TX",15.8,4.2,10.1,0,0,11.8,1022.4,27.8,16,108.3,9.3,6,10,42.3
"San Antonio, TX",18,9.5,12.3,4.006,41.67,10.4,1014.2,72.6,10.6,35.4,3.1,2,10,42
"San Antonio, TX",13.8,4.4,9,0,0,13.8,1025.2,22.4,16,110.1,9.6,6,10,41.8
"San Antonio, TX",15.2,5.9,9.3,0,0,14.8,1029.9,40,16,172.9,14.8,7,10,41.5
"San Antonio, TX",14.8,8.3,11,0,0,7.9,1029.1,95.7,16,103.3,8.8,4,10,41.3
"San Antonio, TX",13.6,8.7,11.2,0,0,11.8,1025.4,100,16,60.9,5.3,2,10,41
"San Antonio, TX",10.4,5.2,6.9,5.793,41.67,18.8,1027.5,99.8,14.4,29.9,2.6,1,10,40.8
"San Antonio, TX",9.5,5.6,7.4,0.849,8.33,12.7,1029.7,100,16,53.9,4.7,3,10,40.6
"San Antonio, TX",8.2,5.2,6.7,11.16,58.33,8.3,1028.2,99.9,13.5,32.1,2.8,1,10,40.3
"San Antonio, TX",11.7,8.3,10,1.769,45.83,5.7,1025.3,100,9.7,44.9,4,2,10,40.1
"San Antonio, TX",16,10.3,13.3,0.619,16.67,4.6,1018.1,100,11.2,53.1,4.8,3,10,39.9
"San Antonio, TX",23.2,15.4,18.5,0.224,8.33,9.3,1011.6,99.1,8.2,57.3,4.9,8,10,39.7
"San Antonio, TX",16.9,13.8,15.3,6.976,20.83,16.3,1016.6,96.5,15,22.9,2,1,10,39.5
"San Antonio, TX",17.3,9.4,12.4,12.227,25,19.4,1013.3,38.7,15,182.3,15.6,7,10,39.3
"San Antonio, TX",25,4.6,13.8,0,0,6.1,1012.3,0,16,176.9,15.2,7,10,39.1
"San Antonio, TX",24.5,6,15.3,0,0,8.6,1012.9,20.6,15.7,170.7,14.8,7,10,38.9
"San Antonio, TX",27.3,15.4,21.4,0.135,4.17,8.1,1007.9,56,10.6,123.3,10.8,7,30,38.8
"San Antonio, TX",16.2,7.1,11.8,0,0,20.7,1023.2,4.1,15.8,170.5,14.7,6,10,38.6
"San Antonio, TX",10.5,6.6,8.8,0.149,4.17,9.7,1025.3,80.3,13.9,34.6,3,1,10,38.4
"San Antonio, TX",18.1,10.6,14.7,1.051,25,3.3,1019.9,100,7.2,43.3,3.8,2,10,38.3
"San Antonio, TX",19.4,14.6,17.4,0,0,10.5,1024.9,100,13.2,58.5,5,3,10,38.1
"San Antonio, TX",14.1,11.9,13.1,0.809,29.17,8.4,1022.6,99.9,11.9,26.7,2.3,1,10,38
"San Antonio, TX",23.4,13.8,18.1,0,0,6,1013.6,77.6,9.5,62.8,5.5,3,10,37.8
"San Antonio, TX",27.1,17,21.6,0,0,7.8,1013.1,87.9,11.3,67,5.7,4,30,37.7
"San Antonio, TX",26.8,20.6,23,0,0,14.6,1018.8,86.5,14.1,91,8,7,10,37.6
"San Antonio, TX",26.8,21.3,23.1,0,0,14.3,1019.3,83.5,14.5,79.8,6.8,6,10,37.5
"San Antonio, TX",26.4,19,22.2,0,0,10.9,1017.4,71.9,13.3,62.3,5.3,3,10,37.3
"San Antonio, TX",25.9,20.5,22.5,13.957,8.33,12.6,1015.5,92.6,15.7,89,7.6,7,60,37.2
"San Antonio, TX",23.4,16.7,19.7,12.311,20.83,15.3,1016.3,58.5,15.4,155.9,13.4,6,30,37.2
"San Antonio, TX",24.2,15.8,19.3,0.261,8.33,15.2,1011.5,94.4,9.8,33.1,3,2,60,37.1
"San Antonio, TX",26.3,18.6,22.3,0,0,15.4,1004.7,84.1,15.8,83,7.1,5,60,37
"San Antonio, TX",21.2,8.3,17.2,0,0,15.7,1009.6,42.1,16,164.9,14.2,6,10,36.9
"San Antonio, TX",19,2.8,10.5,0,0,5.5,1015.8,1.3,15.9,119.5,10.2,6,10,36.8
"San Antonio, TX",21.2,6.8,11.8,0,0,11.4,1016.2,28.9,16,131.5,11.5,7,10,36.8
"San Antonio, TX",15,5,9.3,0,0,7.7,1021.8,36.8,15.9,123.7,10.5,6,10,36.7
"San Antonio, TX",11.7,2,7.6,0,0,9.3,1023.2,65.5,15.9,58.2,5,3,10,36.7
"San Antonio, TX",10.4,7.3,9.1,4.608,41.67,12.9,1019.8,100,12.3,34.3,2.9,2,10,36.7
"San Antonio, TX",12.3,8.2,10.1,0,0,12.4,1025.8,95.5,13.4,35.3,2.9,1,10,36.7
"San Antonio, TX",8.7,3.4,6,0,0,4.6,1022.5,59.6,11.2,64.5,5.7,4,10,36.7
"San Antonio, TX",16.4,-5.8,5.9,0,0,19.9,1019.2,77.7,14,105,9.1,5,10,36.8
"San Antonio, TX",1.2,-8.3,-4,0,0,20.6,1038,17,16,168.2,14.6,6,10,36.8
"San Antonio, TX",4.3,-6.2,-1.3,0,0,6.9,1035.9,7.2,16,165,14.1,6,10,36.8
"San Antonio, TX",10.5,-5.4,2.1,0,0,5.7,1029.9,2.7,14.8,165.6,14.5,6,10,36.9
"San Antonio, TX",18.7,-2.7,6.7,0,0,6.8,1024,7.9,16,161.5,13.9,6,10,36.9
"San Antonio, TX",15.9,0.1,7.8,0,0,8,1024.1,14.8,15.9,165,14.3,7,10,37
"San Antonio, TX",24.5,2.7,13.3,0,0,8.3,1012.7,10,16,115,9.9,6,10,37
"San Antonio, TX",23.1,13.8,18.5,0,0,6.6,1011.8,70.9,14.6,59.5,5.1,3,10,37.1
"San Antonio, TX",21.6,10.5,15.8,0,0,7.8,1013.9,56.1,16,86.8,7.4,7,10,37.2
"San Antonio, TX",25.4,6.1,15,0,0,8.4,1013.5,6.6,15.6,162,14,6,10,37.3
"Portland, OR",0.6,-4.3,-2,0,0,13.7,1025.3,54.9,16,17.2,1.4,1,,21.5
"Portland, OR",4.1,-1.3,0.9,2.921,20.83,22.5,1012.3,92.6,15.9,14.3,1.3,1,,21.6
"Portland, OR",8.8,3.2,4.9,39.11,83.33,12.6,1003.1,98.7,13.8,8.8,0.9,0,,21.7
"Portland, OR",7.4,3.6,5.1,6.708,79.17,9.4,1016.3,98.8,12.8,9.1,0.7,0,,21.8
"Portland, OR",6.2,3.4,4.4,27.147,95.83,6.3,1020.2,100,9.4,5.9,0.6,0,,21.9
"Portland, OR",13.2,4.1,11,12.846,66.67,20.3,1008.1,99.9,13,8.6,0.6,0,,22
"Portland, OR",11.5,5.7,8.7,10.847,54.17,16.2,1004.9,97,15.3,13.4,1.1,1,,22.1
"Portland, OR",9.7,1.1,6.1,0,0,5.9,1023.4,67.5,16,15.1,1.4,1,,22.3
"Portland, OR",10.4,-0.9,3.8,0,0,10.7,1026,14.7,12.1,5,0.4,0,,22.4
"Portland, OR",7.1,2.4,5.2,1.691,12.5,14.7,1028.8,73.7,16,15.4,1.3,1,10,22.5
"Portland, OR",7.2,4.7,6.1,1.84,16.67,16.4,1025.7,97.9,16,10.2,0.7,1,10,22.7
"Portland, OR",12.9,6.2,8.4,0,0,14,1021.5,56.2,16,15.7,1.4,1,10,22.8
"Portland, OR",9.3,6.3,7.8,3.817,54.17,11.7,1023,95.4,12.3,9.8,0.7,1,10,23
"Portland, OR",9.9,3.5,6.8,0.118,4.17,7.8,1031,72.3,13.3,18.3,1.7,1,10,23.2
"Portland, OR",8.4,3.9,5.3,0,0,5,1027.7,70.8,9.6,10.3,0.8,0,10,23.4
"Portland, OR",6.5,3.5,4.8,0,0,2.8,1023.2,83.2,13.4,21.5,1.8,1,10,23.5
"Portland, OR",5.8,2.8,4.5,0,0,4.7,1019.3,81.8,13.7,12.8,1,1,10,23.7
"Portland, OR",8.1,4.4,6.4,0.91,25,3.2,1021.7,100,10,13.2,1.1,1,10,23.9
"Portland, OR",7.5,6.5,6.9,9.399,75,12.2,1026.2,100,5.6,8.5,0.7,0,10,24.1
"Portland, OR",15,4.9,9.8,3.985,33.33,11.8,1028.2,90.9,14.8,11.4,0.8,1,10,24.3
"Portland, OR",8.4,5,7,0,0,4.2,1036,96.2,15.4,16.6,1.4,1,10,24.6
"Portland, OR",8.9,1.4,5.9,0,0,6.1,1032.1,55.3,15.8,12.6,1.3,1,10,24.8
"Portland, OR",5.9,-0.2,2,0,0,4.3,1027.9,56.6,6.7,10.5,0.9,1,10,25
"Portland, OR",6.8,-0.6,1.8,0,0,5.5,1025.8,62.3,6.8,18.3,1.7,2,10,25.3
"Portland, OR",6.9,-0.4,2.2,0,0,11.2,1025.5,38.4,11.2,13.3,1.1,2,10,25.5
